7.0 7.0 21.560000000000002,7.0 8.0 22.310000000000002,6.0 9.0 22.11,6.0 11.0 23.11,6.0 12.0 23.46,6.0 14.0 23.86,6.0 15.0 23.91,6.0 17.0 23.71,6.0 19.0 23.11,6.0 20.0 22.66,6.0 21.0 22.11,7.0 23.0 21.560000000000002,8.0 7.0 22.310000000000002,8.0 8.0 23.060000000000002,7.0 9.0 22.96,7.0 10.0 23.51,7.0 12.0 24.310000000000002,7.0 14.0 24.71,7.0 16.0 24.71,7.0 17.0 24.560000000000002,7.0 19.0 23.96,7.0 20.0 23.51,8.0 22.0 23.060000000000002,8.0 23.0 22.310000000000002,9.0 6.0 22.11,9.0 7.0 22.96,9.0 9.0 24.36,8.0 10.0 24.26,8.0 12.0 25.060000000000002,8.0 14.0 25.46,8.0 16.0 25.46,8.0 17.0 25.310000000000002,8.0 19.0 24.71,9.0 21.0 24.36,9.0 22.0 23.71,9.0 23.0 22.96,11.0 6.0 23.11,10.0 7.0 23.51,10.0 8.0 24.26,10.0 10.0 25.46,10.0 12.0 26.26,9.0 14.0 26.11,9.0 16.0 26.11,10.0 18.0 26.26,10.0 19.0 25.91,10.0 21.0 24.91,10.0 22.0 24.26,11.0 24.0 23.11,12.0 6.0 23.46,12.0 7.0 24.310000000000002,12.0 8.0 25.060000000000002,12.0 10.0 26.26,11.0 11.0 26.36,11.0 13.0 26.96,11.0 16.0 27.11,11.0 18.0 26.71,12.0 20.0 26.26,12.0 21.0 25.71,12.0 23.0 24.310000000000002,12.0 24.0 23.46,14.0 6.0 23.86,14.0 7.0 24.71,14.0 8.0 25.46,14.0 9.0 26.11,13.0 11.0 26.96,13.0 13.0 27.560000000000002,13.0 16.0 27.71,13.0 18.0 27.310000000000002,14.0 20.0 26.66,14.0 21.0 26.11,14.0 23.0 24.71,14.0 24.0 23.86,15.0 6.0 23.91,16.0 7.0 24.71,16.0 8.0 25.46,16.0 9.0 26.11,16.0 11.0 27.11,16.0 13.0 27.71,16.0 16.0 27.86,16.0 18.0 27.46,16.0 20.0 26.66,16.0 21.0 26.11,16.0 23.0 24.71,15.0 24.0 23.91,17.0 6.0 23.71,17.0 7.0 24.560000000000002,17.0 8.0 25.310000000000002,18.0 10.0 26.26,18.0 11.0 26.71,18.0 13.0 27.310000000000002,18.0 16.0 27.46,18.0 18.0 27.060000000000002,18.0 20.0 26.26,18.0 21.0 25.71,17.0 23.0 24.560000000000002,17.0 24.0 23.71,19.0 6.0 23.11,19.0 7.0 23.96,19.0 8.0 24.71,19.0 10.0 25.91,20.0 12.0 26.26,20.0 14.0 26.66,20.0 16.0 26.66,20.0 18.0 26.26,19.0 20.0 25.91,19.0 21.0 25.36,19.0 22.0 24.71,19.0 24.0 23.11,20.0 6.0 22.66,20.0 7.0 23.51,21.0 9.0 24.36,21.0 10.0 24.91,21.0 12.0 25.71,21.0 14.0 26.11,21.0 16.0 26.11,21.0 18.0 25.71,21.0 19.0 25.36,21.0 21.0 24.36,21.0 22.0 23.71,20.0 23.0 23.51,21.0 6.0 22.11,22.0 8.0 23.060000000000002,22.0 9.0 23.71,22.0 10.0 24.26,23.0 12.0 24.310000000000002,23.0 14.0 24.71,23.0 16.0 24.71,23.0 17.0 24.560000000000002,22.0 19.0 24.71,22.0 21.0 23.71,22.0 22.0 23.060000000000002,22.0 23.0 22.310000000000002,23.0 7.0 21.560000000000002,23.0 8.0 22.310000000000002,23.0 9.0 22.96,24.0 11.0 23.11,24.0 12.0 23.46,24.0 14.0 23.86,24.0 15.0 23.91,24.0 17.0 23.71,24.0 19.0 23.11,23.0 20.0 23.51,23.0 22.0 22.310000000000002,23.0 23.0 21.560000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0032958960698387116,-0.0032674528016600852,-0.003293159984807785,-0.0032328218766557297,-0.00320329961648213,-0.003136436709455755,-0.0030953861448824948,-0.0029892566337599382,-0.002841614729337042,-0.002749884006382942,-0.002645771097587129,-0.002418091273971233,-0.003235860591083105,-0.0032193443040836995,-0.0032445437650027754,-0.00322548237243304,-0.0031911723544717024,-0.003147588849529943,-0.0030763919087640427,-0.003024926451255376,-0.0028816242629228408,-0.0027877745924245957,-0.002610142545791644,-0.00246140696531936,-0.0031973431029078754,-0.0031853607168706695,-0.0031866613381073706,-0.0032037546792612393,-0.0031981063029002605,-0.0031826432642434216,-0.0031345529748797287,-0.003091119631542597,-0.0029540392056281615,-0.002843743073201148,-0.0026992027181447485,-0.002535326022851809,-0.0030903790933557223,-0.003142930915788525,-0.0031548019471678607,-0.003204149730441972,-0.0032730358265035345,-0.003244342482970356,-0.0032260253012822296,-0.0032957233185467194,-0.0032239950370000405,-0.002989300535948892,-0.002828956229387144,-0.0025633399044572057,-0.0030425953595645625,-0.003075144037175826,-0.0031221618998609536,-0.003256945155566243,-0.003281388882087858,-0.0034035092604587486,-0.003533797224579824,-0.00350871208516,-0.0036318763624324504,-0.0034671821401638095,-0.0030015089972056574,-0.0027242332645651714,-0.0029477815125122514,-0.0030151361556221244,-0.0031035800790743103,-0.0032142709908614983,-0.0034160801033703775,-0.003683920411025836,-0.004071987018601779,-0.0041856402925576856,-0.004609624067523987,-0.004375701590008423,-0.0036265360427672516,-0.003189456557802419,-0.0028956789781123095,-0.002939163067113797,-0.0030719844566641456,-0.0032395624985878187,-0.003697604197359295,-0.004338733263057435,-0.005583058629597292,-0.006434800222763796,-0.006763836465126714,-0.006345791754562687,-0.004626911840375072,-0.0034932631618115077,-0.00276739248156307,-0.002885832713853566,-0.0030396170064473614,-0.0034950105556184117,-0.0038595354846497846,-0.004909972999416361,-0.007306364783367812,-0.009465577206585068,-0.011053510362468367,-0.009579037014307406,-0.005141389091322857,-0.004076345598906827,-0.0025860342440724815,-0.0027278045263555237,-0.0029137730114726264,-0.003471453861873304,-0.004467899661497345,-0.00672803391244264,-0.01011899497425126,-0.012723903804564854,-0.011834172679677528,-0.009511751071809826,-0.0071572612748311785,-0.0042018141334451385,-0.002468288503088773,-0.002615667712483368,-0.002929953847224308,-0.0032692898701599214,-0.004364273242356354,-0.006856208130169102,-0.010729204628589553,-0.011738534686637166,-0.010616972740620503,-0.007288481616014078,-0.005859812050956842,-0.005151918843195333,-0.0023297224484185356,-0.002503216451019582,-0.0027519271576575376,-0.003078933204805474,-0.003745750374806413,-0.005312645789969633,-0.006950015626422079,-0.00722797224098733,-0.008334081785066642,-0.006097791952894399,-0.005015974919800569,-0.00403558655422215,-0.002122341217443303,-0.0023005260399535372,-0.0025320760856137456,-0.002875647956058508,-0.00329732732554409,-0.004378536278950132,-0.004918928528097135,-0.005491829870652479,-0.0050679384153333885,-0.0057908650842080234,-0.004162081011116864,-0.0033726729381559615
-0.0035795632322626605,-0.003513021799680576,-0.003467519136304252,-0.003350143291550126,-0.0032981500204692644,-0.003195978492265638,-0.003140218274381813,-0.0030029214829022455,-0.0028073811777993706,-0.0026794513646964174,-0.0025280961933758384,-0.0023105625439471394,-0.0035509228621063266,-0.0034973398929533887,-0.0034571778166984724,-0.0034104781113863166,-0.0033369016316811178,-0.003273637493733583,-0.0031946976679142537,-0.0031388975300349,-0.0029710418308137396,-0.002850276986979347,-0.002741451921099864,-0.002518925533347821,-0.0035825178639152045,-0.0035279828590441325,-0.0034627796960633042,-0.003425791088225594,-0.003390932515741186,-0.0033738705028533676,-0.0033452676873658837,-0.0033136765796685326,-0.0031839898517711167,-0.0032221540565887828,-0.003029466146839809,-0.002788690918333403,-0.0035202396644996433,-0.0035089037878333258,-0.003483805625227957,-0.0034826958922716082,-0.0035413391729371994,-0.003497760050190414,-0.0035335575629838354,-0.003833898499384056,-0.0038176068508076963,-0.0036121895441343114,-0.0034078811466653233,-0.0032085211392159025,-0.0034894544898310077,-0.0034739462100693602,-0.0034794595282184046,-0.0035582407815821985,-0.0035674178833138316,-0.0037172921951425077,-0.004042186693348781,-0.004242801152748259,-0.004964855494813837,-0.004872629240795617,-0.0042074205078018925,-0.003706038438492093,-0.003418873054969287,-0.003427849682459977,-0.0034629519734186267,-0.0035272365793693567,-0.0036983757683538183,-0.004005127571314607,-0.0047422875669176105,-0.005410502922590063,-0.007505785706270035,-0.00777650693280556,-0.006091972575856501,-0.004988493628481886,-0.0033751652984742634,-0.003351240026774392,-0.0034101177842944743,-0.0035050395981223556,-0.0038299609603838682,-0.004404951001322027,-0.006046206594209926,-0.007989373862372195,-0.011288387850056413,-0.012127526331397635,-0.007953779927504458,-0.005610294039781371,-0.003261783383392794,-0.0032957822100794774,-0.0033626650858075064,-0.0035713795434530048,-0.0037942597575163235,-0.0045060883095323,-0.006880966928949175,-0.010105309329454415,-0.013676588996146492,-0.012817983430469597,-0.008164924717878976,-0.006184893829681219,-0.0031041605432560984,-0.003141859549847292,-0.0032141912693055743,-0.0034919591994248163,-0.003908782407650856,-0.0049224345532164725,-0.007137994756533886,-0.011603337976411993,-0.013223172674035876,-0.011330862432692317,-0.0090460494538142,-0.005584071606181856,-0.003006464660563959,-0.0030414693485900503,-0.003089068008898899,-0.0032374879314198395,-0.0037293652297152617,-0.00466565452191673,-0.00667579258382432,-0.010046684615841796,-0.010040312201027773,-0.0077343573823246865,-0.006504107500065164,-0.006271433441754924,-0.0028958085965152163,-0.0028461483343720537,-0.002934521012496585,-0.003065640652004673,-0.0032311123399857743,-0.0038691017782821408,-0.00489257468581951,-0.005422635001928231,-0.007559460429317394,-0.00622847371289212,-0.0053463217020488125,-0.004454381892052929,-0.002648374549025499,-0.0026880613498367015,-0.002760033974465329,-0.0027749515380688008,-0.0029369862375315746,-0.0034087750150026473,-0.003718278042104957,-0.004315543659262806,-0.00444886143736049,-0.0054606734755273095,-0.004300504684937101,-0.003603206641346296
-0.006189925902014558,-0.006334288234061878,-0.00628327507497419,-0.006514959846398081,-0.006618987097535578,-0.006765265538909477,-0.00679086227968245,-0.006709898256568774,-0.00642610213031291,-0.006208835181174964,-0.005947241596138312,-0.005654720856001943,-0.006334363691239007,-0.006520124108122059,-0.0064896674349531076,-0.0066510374172464495,-0.0069641210328659515,-0.007202080792210923,-0.0072753344225367144,-0.007224505549919387,-0.006923329732189576,-0.006676799477784951,-0.006481806675517827,-0.006041000688821046,-0.006283494847893317,-0.006489829798105747,-0.006978936759453795,-0.006936007752969143,-0.007367452921195488,-0.007727422425484219,-0.007891162986315724,-0.007860278966800497,-0.007533990555154745,-0.007505199552440071,-0.007009045094997085,-0.0064811133417773505,-0.00651534868109197,-0.006651295632310646,-0.006936215708540753,-0.007605414881200186,-0.008372945999973472,-0.00836190865100089,-0.00865923893073888,-0.009565111010968356,-0.009264492238902093,-0.008247647483309454,-0.007621756747601729,-0.006741540653421444,-0.006619462379790454,-0.006964601833990597,-0.0073679687925699705,-0.008373498476739334,-0.00846318196802248,-0.009524495312342467,-0.010910126356584338,-0.010934924237794057,-0.011309121719954743,-0.010198481201122473,-0.008067936895730071,-0.007145816594206761,-0.00676586913685393,-0.007202753240607614,-0.007728244446729847,-0.008362975197365164,-0.009525644117899988,-0.011386484503812577,-0.014941088548206038,-0.015760635543825924,-0.014985594308035168,-0.012518590767076048,-0.009054653157777474,-0.007812230142589154,-0.006791494340739778,-0.0072760512765647194,-0.007892041943513384,-0.00866044457609633,-0.010913461084670704,-0.014944357074140376,-0.02301183331385901,-0.024273763624782653,-0.017222704572770073,-0.013746155029632551,-0.009463074823663382,-0.007998150907364247,-0.006710512975204922,-0.007225175394942289,-0.007861077501431757,-0.009565920625368748,-0.010935708811967716,-0.015733202890329454,-0.024224464748553318,-0.02202941561056878,-0.015397371713131809,-0.012730826472690939,-0.009341436584352986,-0.007932526272117693,-0.006426648864757433,-0.0069238729347199275,-0.007534555061981698,-0.009264928194583856,-0.011307892041199962,-0.014999995156853558,-0.01721863270420668,-0.015391797870841353,-0.013759648931302583,-0.011684417396727325,-0.0099453516942854,-0.0072755505024461025,-0.006209352592462326,-0.006677312029558069,-0.007505710277434702,-0.00824822304109328,-0.010201257124986724,-0.012530747859622436,-0.013749491756415063,-0.012731237460822454,-0.011681379028495933,-0.00932544723436882,-0.008200739738020022,-0.007863793917866986,-0.00594775120805152,-0.006482354016326429,-0.0070096861620101356,-0.007622637087531498,-0.008070495970140121,-0.009058338028437989,-0.00946560651932575,-0.00934328993684444,-0.009945119720124539,-0.008200173345612218,-0.007298717742735332,-0.0064283746328220905,-0.005655255045581224,-0.006041599778695691,-0.006481872051462544,-0.006743037265849744,-0.007147738015201399,-0.007814574875359446,-0.008000439753679933,-0.007933820439223256,-0.007275846756193116,-0.007863595963786527,-0.006428208000822708,-0.005695256782236924
